,ID,Title,Publish_date,viewer_count,like_count,comment_count,categroyID,description,duration,Links,tags,plist_num,plist1,plist2,plist3,plist4,plist5
56,Rsc5znwR5FA,"Statistical Power, Clearly Explained!!!",2020-05-04,160799,4113,232,27,"Statistical Power is one of those things that sounds so fancy and, well, ""Powerful"", but it's actually a really simple concept and this video explains it so it's clear as day.

NOTE: This StatQuest assumes that you are already familiar with p-values and the normal distribution. If not, check out the 'Quests...
p-values: What they are and how to interpret them: https://youtu.be/vemZtEM63GY
How to calculate p-values: https://youtu.be/JQc3yx0-Q9E
The normal distribution: https://youtu.be/rzFX5NWojp0

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Support StatQuest by buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:37 Concepts of Statistical Power
3:19 Definition of Statistical Power
4:57 Overlap and Statistical Power
6:35 Sample size and Statistical Power
7:03 Summary of concepts

#statquest #statistics",PT8M19S,https://www.youtube.com/watch?v=Rsc5znwR5FA,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science', 'power', 'p-values']",3.0,#66DaysOfData,Statistics Fundamentals,StatQuest,,
57,HDCOUXE3HMM,p-hacking: What it is and how to avoid it!,2020-05-04,81801,2532,217,27,"p-hacking is the misuse and abuse of p-values and results in being fooled by false positives. Some forms of p-hacking are obvious, but other are much more subtle. In this video, we talk about two forms of p-hacking and how to avoid them.

NOTE: This StatQuest assumes that you are already familiar with p-values, if not check out:
p-values: What they are and how to interpret them: https://youtu.be/vemZtEM63GY
How to calculate p-values: https://youtu.be/JQc3yx0-Q9E

Also, if you'd like to learn more about FDR, check out the 'Quest: https://youtu.be/K8LQSvtjcEo

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Support StatQuest by buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:28 Simple example of p-hacking
2:21 p-hacking defined
2:38 Multiple testing problem explained
7:29 Using FDR to compensate for multiple testing
8:52 A subtle form of p-hacking
11:26 Power analysis to prevent p-hacking
12:12 Summary of concepts

#statquest #pvalue",PT13M45S,https://www.youtube.com/watch?v=HDCOUXE3HMM,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science', 'p-hacking', 'p-values']",3.0,#66DaysOfData,Statistics Fundamentals,StatQuest,,
58,fU2PuYKsr6M,Live 2020-04-20!!! Expected Values,2020-04-20,19248,866,159,27,"NOTE: I have expanded, updated and revised this StatQuest. Please watch the new video on Expected values: https://youtu.be/KLs_7b7SKi4

Today we're going to talk a little more about Expected Values. This is one of those fundamental statistical concepts that underlies how statistics works. They can also be handy if you like games of chance.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Support StatQuest by buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer",PT33M,https://www.youtube.com/watch?v=fU2PuYKsr6M,"['StatQuest', 'Josh Starmer', 'Machine Learning', 'Statistics', 'Data Science', 'Expected Values']",1.0,StatQuest,,,,
59,uHK1-Q8cKAw,Live 2020-04-06!!! Naive Bayes: Gaussian,2020-04-06,16151,592,115,27,"Today we're going to talk a little more about Naive Bayes. We'll cover the Gaussian version, at the start, as well as discuss why Naive Bayes is so naive at 10:22

These are the sources that I used for this video:

Wikipedia article on Naive Bayes: https://en.wikipedia.org/wiki/Naive_Bayes_classifier
scikit-learn Naive Bayes: https://scikit-learn.org/stable/modules/naive_bayes.html
scikit-learn Nultinomial Naive Bayes Classifier: https://scikit-learn.org/stable/modules/generated/sklearn.naive_bayes.MultinomialNB.html#sklearn.naive_bayes.MultinomialNB
A useful PDF at Stanford: https://web.stanford.edu/class/cs124/lec/naivebayes.pdf

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...
Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer",PT36M41S,https://www.youtube.com/watch?v=uHK1-Q8cKAw,"['StatQuest', 'Josh Starmer', 'Machine Learning', 'Statistics', 'Data Science', 'Naive Bayes', 'Gaussian']",1.0,StatQuest,,,,
60,i4iUvjsGCMc,Bam!!! Clearly Explained!!!,2020-04-01,40199,2677,469,27,"This StatQuests demystifies one of the most complicated terms in all of statistics and machine learning, BAM!!! We'll walk through what BAM!!! means one step at a time, and when we're done, you'll know everything you wanted to know about BAM!!!

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Support StatQuest by buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:30 Examples of BAM
0:59 What is BAM?
1:12 BAM defined
2:03 The Dreaded Terminology Alert
2:12 Review of concepts

#statquest #bam",PT2M49S,https://www.youtube.com/watch?v=i4iUvjsGCMc,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",3.0,Machine Learning,Statistics Fundamentals,StatQuest,,
61,JQc3yx0-Q9E,How to calculate p-values,2020-03-23,249055,6782,606,27,"In this StatQuest we learn how to calculate p-values using both discrete data (like coin tosses) and continuous data (like height measurements). At the end, we explain the differences between 1 and 2-sided p-values and why you should avoid 1-sided p-values if possible.

NOTE: This StatQuest assumes that you are already familiar with what p-values are and how to interpret them. If not, check out the quest:
p-values: What they are and how to interpret them.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Support StatQuest by buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:58 p-value for getting two heads
6:39 p-value defined as the sum of three parts
9:30 p-value for getting four heads and 1 tails
12:31 p-values for continuous data, like how tall people are
14:31 A borderline p-value
16:59 A significant p-value
17:47 An insignificant p-value
20:12 One-sided vs two-sided p-values
24:20 Summary of concepts

#statquest #pvalue",PT25M15S,https://www.youtube.com/watch?v=JQc3yx0-Q9E,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",3.0,#66DaysOfData,Statistics Fundamentals,StatQuest,,
62,vemZtEM63GY,p-values: What they are and how to interpret them,2020-03-23,703938,16532,758,27,"This StatQuest is all about interpreting p-values. You've seen them online or in publications, or heard about them, whispered in dark, rave filled dance clubs, but you've never understood what they were all about. This 'Quest is here to explain everything you wanted to know about how to interpret p-values. Bam!!!

To learn how the p-values were calculated in this video, see...
https://youtu.be/JQc3yx0-Q9E
...and...
https://youtu.be/udyAvvaMjfM

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:17 Conceptual motivation for p-values
4:32 p-value defined
7:07 Different thresholds for a statistically significant p-value
9:16 p-values and hypothesis testing
9:47 p-values do not measure effect size

#statquest #pvalue",PT11M21S,https://www.youtube.com/watch?v=vemZtEM63GY,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",3.0,#66DaysOfData,Statistics Fundamentals,StatQuest,,
63,bTs-QA2oJSE,Live 2020-03-16!!! Naive Bayes,2020-03-16,24997,1128,182,27,"Today we talked about Naive Bayes. It starts at 2:02.

These are the sources that I used for this video:

Wikipedia article on Naive Bayes: https://en.wikipedia.org/wiki/Naive_Bayes_classifier
scikit-learn Naive Bayes: https://scikit-learn.org/stable/modules/naive_bayes.html
scikit-learn Nultinomial Naive Bayes Classifier: https://scikit-learn.org/stable/modules/generated/sklearn.naive_bayes.MultinomialNB.html#sklearn.naive_bayes.MultinomialNB
A useful PDF at Stanford: https://web.stanford.edu/class/cs124/lec/naivebayes.pdf

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...
Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer",PT38M31S,https://www.youtube.com/watch?v=bTs-QA2oJSE,"['StatQuest', 'Josh Starmer', 'Machine Learning', 'Statistics', 'Data Science']",1.0,StatQuest,,,,
64,8ECts3BErqk,Live 2020-03-02!!! Virus Models and p-hacking,2020-03-03,5701,272,46,27,"Silly Song: 0:00
Question #1 - What is the best model for the corona virus epidemic? 1:35
Question #2 - Two types of p-hacking explained and what to do about them: 4:34
Live Questions: 20:31

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...
Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer",PT35M18S,https://www.youtube.com/watch?v=8ECts3BErqk,"['StatQuest', 'Josh Starmer', 'Machine Learning', 'Statistics', 'Data Science']",,,,,,
65,oRrKeUCEbq8,XGBoost Part 4 (of 4): Crazy Cool Optimizations,2020-03-02,56902,1488,179,27,"This video covers all kinds of extra optimizations that XGBoost uses when the training dataset is huge. So we'll talk about the Approximate Greedy Algorithm, Parallel Learning, The Weighted Quantile Sketch, Sparsity-Aware Split Finding (i.e. how XGBoost deals with missing data and uses default paths), Cache-Aware Access and Blocks for Out-of-Core Computation. That's a lot of stuff, but we'll go through it step-by-step and it will be a whole lot of fun. :)

NOTE: This StatQuest assumes that you are already familiar with...

XGBoost Part 1: XGBoost Trees for Regression: https://youtu.be/OtD8wVaFm6E
XGBoost Part 2: XGBoost Trees for Classification: https://youtu.be/8b1JEDvenQU
Quantiles and Percentiles: https://youtu.be/IFKQLDmRK0Y

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #xgboost",PT24M27S,https://www.youtube.com/watch?v=oRrKeUCEbq8,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",3.0,XGBoost,Machine Learning,StatQuest,,
66,iTxzRVLoTQ0,Live 2020-02-17!!! Imbalanced Data and Post-Hoc Tests,2020-02-17,12576,525,81,27,"Silly Song 0:00
Question #1 - What do we do with imbalanced data?: 0:46
Question #2 - Post-Hoc tests for ANOVA: 13:24
Live Questions: 22:11

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...
Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer",PT37M8S,https://www.youtube.com/watch?v=iTxzRVLoTQ0,"['StatQuest', 'Josh Starmer', 'Machine Learning', 'Statistics', 'Data Science']",,,,,,
67,ZVFeW798-2I,XGBoost Part 3 (of 4): Mathematical Details,2020-02-10,76345,1365,224,27,"In this video we dive into the nitty-gritty details of the math behind XGBoost trees. We derive the equations for the  Output Values from the leaves as well as the Similarity Score. Then we show how these general equations are customized for Regression or Classification by their respective Loss Functions. If you make it to the end, you will be approximately 22% smarter than you are now! :)

NOTE: This StatQuest assumes that you are already familiar with...

XGBoost Part 1: XGBoost Trees for Regression: https://youtu.be/OtD8wVaFm6E
XGBoost Part 2: XGBoost Trees for Classification: https://youtu.be/8b1JEDvenQU
Gradient Boost Part 1: Regression Main Ideas: https://youtu.be/3CC4N4z3GJc
Gradient Boost Part 2: Regression Details:https://youtu.be/2xudPOBz-vs
Gradient Boost Part 3: Classification Main Ideas: https://youtu.be/jxuNLH5dXCs
Gradient Boost Part 4: Classification Details: https://youtu.be/StWY5QWMXCw
...and Ridge Regression: https://youtu.be/Q81RR3yKn30

Also note, this StatQuest is based on the following sources:
The original XGBoost manuscript: https://arxiv.org/pdf/1603.02754.pdf
The original XGBoost presentation: https://homes.cs.washington.edu/~tqchen/pdf/BoostedTree.pdf
And the XGBoost Documentation: https://xgboost.readthedocs.io/en/latest/index.html

Last but not least, I want to extend a special thanks to Giuseppe Fasanella and Samuel Judge for thoughtful discussions and helping me understand the math.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

Corrections:
1:16 The Lambda should be outside of the square brackets.

#statquest #xgboost",PT27M24S,https://www.youtube.com/watch?v=ZVFeW798-2I,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science', 'XGBoost', 'Regression', 'Classification']",3.0,XGBoost,Machine Learning,StatQuest,,
68,BKnM0MCGbVc,"Live 2020-02-03!!! Statistical Models, Regularization, Best ML Algorithm.",2020-02-04,9583,847,100,27,"Introduction 0:00
A big huge announcement: 0:18
Question #1 - Do we use statistical models to predict or explain stuff?: 3:14
Question #2 - Can you show the effects of regularization?: 8:31
My cat, Poe: 9:42
Question #3 - How do I choose the best machine learning algorithm for my data? 15:04
Live Questions - 21:17

Here's the link to the scikit-learn Algorithm Cheat Sheet: https://scikit-learn.org/stable/tutorial/machine_learning_map/index.html

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...
Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer",PT36M27S,https://www.youtube.com/watch?v=BKnM0MCGbVc,"['StatQuest', 'Josh Starmer', 'Machine Learning', 'Statistics', 'Data Science']",,,,,,
69,pSWRT9pObX0,"Live 2020-01-20!!! Favorite ML, Data Leakage, How to Learn ML",2020-01-20,9666,452,83,27,"If you'd like to support StatQuest, please consider...
Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Introduction
1:04 Comment #1 - What is your favorite machine learning algorithm
4:40 Comment #2 - What is data leakage in machine learning?
8:39 Comment #3 - Where do you learn these nitty gritty details?
13:37 Live Question #1 - R-squared and Adjusted R-squared
17:23 Live Question #2 - How are the videos arranged on https://statquest.org/video-index/ (simple to complex)
18:26 Live Question #3 - Is it important to learn all of the formulas and equations even though we have advanced software that does the work?

#StatQuest",PT28M30S,https://www.youtube.com/watch?v=pSWRT9pObX0,"['StatQuest', 'Josh Starmer', 'Statistics', 'Machine Learning', 'Data Science']",,,,,,
70,sQ870aTKqiM,StatQuest: Random Forests Part 2: Missing data and clustering,2020-01-15,129816,3350,329,27,"NOTE: This StatQuest is the updated version of the original Random Forests Part 2 and includes two minor corrections.

Last time we talked about how to create, use and evaluate random forests. Now it's time to see how they can deal with missing data and how they can be used to cluster samples, even when the data comes from all kinds of crazy sources.

NOTE: This StatQuest is based on Leo Breiman's (one of the creators of Random Forests) website: https://www.stat.berkeley.edu/~breiman/RandomForests/cc_home.htm

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #randomforest",PT11M53S,https://www.youtube.com/watch?v=sQ870aTKqiM,"['StatQuest', 'Joshua Starmer', 'Josh Starmer', 'Statistics', 'Machine Learning', 'Random Forests', 'Clustering', 'Proximity Matrix', 'Distance Matrix', 'Heatmap', 'MDS plot', 'missing data']",3.0,Random Forests,Machine Learning,StatQuest,,
71,8b1JEDvenQU,XGBoost Part 2 (of 4): Classification,2020-01-13,136639,2338,317,27,"In this video we pick up where we left off in part 1 and cover how XGBoost trees are built for Classification.

NOTE: This StatQuest assumes that you are already familiar with...

XGBoost Part 1: XGBoost Trees for Regression: https://youtu.be/OtD8wVaFm6E
...the main ideas behind Gradient Boost for Classification: https://youtu.be/jxuNLH5dXCs
...Odds and Log(odds): https://youtu.be/ARfXDSkQf1Y
...and how the Logistic Function works: https://youtu.be/BfKanl1aSG0

Also note, this StatQuest is based on the following sources:
The original XGBoost manuscript: https://arxiv.org/pdf/1603.02754.pdf
The original XGBoost presentation: https://homes.cs.washington.edu/~tqchen/pdf/BoostedTree.pdf
And the XGBoost Documentation: https://xgboost.readthedocs.io/en/latest/index.html

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

Corrections:
14:24 I meant to say ""larger"" instead of ""lower.
18:48  In the original XGBoost documents they use the epsilon symbol to refer to the learning rate, but in the actual implementation, this is controlled via the ""eta"" parameter. So, I guess to be consistent with the original documentation, I made the same mistake! :)

#statquest #xgboost",PT25M18S,https://www.youtube.com/watch?v=8b1JEDvenQU,"['StatQuest', 'Josh Starmer', 'XGBoost', 'Classification', 'Machine Learning', 'Statistics', 'Data Science']",4.0,#66DaysOfData,XGBoost,Machine Learning,StatQuest,
72,jaXexgj2ONQ,"Live 2020-01-06!!! Sample Sizes, ML vs Statistics and a Poem",2020-01-07,7943,519,153,27,"This is the very first StatQuest! live stream!!!!!!! We're going to discuss three comments that I thought would be of general interest and then take a few questions at the end. It's going to be awesome!!!!!

Also, here's the link to the Introduction to Statistical Learning: http://faculty.marshall.usc.edu/gareth-james/ISL/

If you'd like to support StatQuest, please consider...
Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Introduction
1:52 Comment #1 - What's the difference between a single sample of 20 measurements and 4 samples of 5 measurements each.
6:20 Comment #2 - Is machine learning a subset of statistics?
9:59 Comment #3 - A poem!!!
10:51 Viewer Questions/Comments

#StatQuest",PT24M34S,https://www.youtube.com/watch?v=jaXexgj2ONQ,"['StatQuest', 'Josh Starmer', 'Statistics', 'Machine Learning', 'Data Science']",,,,,,
